genus,species_only,clade,species,Lineage,Extended_lineage,primary_accession_num,alternate_accession_num,IUCN,Combined_captivity_flag_primary,Combined_captivity_flag_alternate,short_name,FROH_file_name,Het_file_name,MSMC_file_name,Genome_length_file_name,Align_file_name,AlnBin_file_name,ROH_csv_file_name,config_file_name,System,all_SROH,all_NROH,all_FROH_percent,all_aln_SROH,all_aln_NROH,all_aln_FROH_percent,500kb+_SROH,500kb+_NROH,500kb+_FROH_percent,500kb+_aln_SROH,500kb+_aln_NROH,500kb+_aln_FROH_percent,1Mb+_SROH,1Mb+_NROH,1Mb+_FROH_percent,1Mb+_aln_SROH,1Mb+_aln_NROH,1Mb+_aln_FROH_percent,10Mb+_SROH,10Mb+_NROH,10Mb+_FROH_percent,10Mb+_aln_SROH,10Mb+_aln_NROH,10Mb+_aln_FROH_percent,1%+_SROH,1%+_NROH,1%+_FROH_percent,1%+_aln_SROH,1%+_aln_NROH,1%+_aln_FROH_percent,10%+_SROH,10%+_NROH,10%+_FROH_percent,10%+_aln_SROH,10%+_aln_NROH,10%+_aln_FROH_percent,25%+_SROH,25%+_NROH,25%+_FROH_percent,25%+_aln_SROH,25%+_aln_NROH,25%+_aln_FROH_percent,50%+_SROH,50%+_NROH,50%+_FROH_percent,50%+_aln_SROH,50%+_aln_NROH,50%+_aln_FROH_percent,heterozygosity,het_wo_ROH,genome_align_size,genome_align_proportion,num_auto_chromosomes,IDRisk_all,IDRisk_1Mb,IDRisk_10Mb,IDRisk_longplus,IDRisk_over_tenthplus,Genome_size,countries,habitats,criteria,synonyms,Length,Weight,Saltwater,Aqu,Fos,Ter,Arb,Aer,proportion_aln_froh_100_500kb,proportion_aln_froh_1mbplus,proportion_aln_froh_10mbplus,proportion_aln_froh_longplus,proportion_aln_froh_shortmed,proportion_aln_froh_over_tenth_plus,froh_min,froh_max,disparate_species_>25
Branta,canadensis,birds,Branta_canadensis,Birds,Birds,GCA_965231335.1,GCA_965231325.1,LC,no,no,BraCan,../groups/birds/Branta_canadensis/heterozygosity/BraCan_FROH.csv,../groups/birds/Branta_canadensis/heterozygosity/BraCan_whole_genome_mean_heterozygosity.txt,../groups/birds/Branta_canadensis/heterozygosity/MSMC/Primary_Results/BraCan.msmc2.final.txt,../groups/birds/Branta_canadensis/heterozygosity/BraCan_Chroms_Lengths.txt,../groups/birds/Branta_canadensis/heterozygosity/BraCan_Genome_Align.txt,../groups/birds/Branta_canadensis/heterozygosity/BraCan_alnROH_bins.txt,../groups/birds/Branta_canadensis/heterozygosity/ROH/BraCan_Auto_ROH_FROH_percent.csv,config_files/birds/BraCan_config.yml,Terrestrial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.297,17.297,941988965,0.808982017,39,0,0,0,0,0,1164412737,SK; AU; KI; FI; PR; FR; MH; DE; TC; GL; KY; HT; JM; DK; UA; RU-EA; BE; RU-CA; KR; KP; RU-EU; RU; BY; NZ; JP; FO; LI; NL; PT; CZ; NO; IS; PL; LV; BG; LT; CU; LU; AT; MX; CA; PM; BM; BS; US; SI; ES; SE; GB,5_4; 14_1; 5_5; 14_5; 15_5; 5_5; 14_5; 4_1; 5_16; 4_4; 15_5,,,1100,6520,,1,0,1,0,0,,,,,,,0,0,
Bucephala,clangula,birds,Bucephala_clangula,Birds,Birds,GCA_964059595.1,GCA_964059595.1,LC,no,no,BucCla,../groups/birds/Bucephala_clangula/heterozygosity/BucCla_FROH.csv,../groups/birds/Bucephala_clangula/heterozygosity/BucCla_whole_genome_mean_heterozygosity.txt,../groups/birds/Bucephala_clangula/heterozygosity/MSMC/Primary_Results/BucCla.msmc2.final.txt,../groups/birds/Bucephala_clangula/heterozygosity/BucCla_Chroms_Lengths.txt,../groups/birds/Bucephala_clangula/heterozygosity/BucCla_Genome_Align.txt,../groups/birds/Bucephala_clangula/heterozygosity/BucCla_alnROH_bins.txt,../groups/birds/Bucephala_clangula/heterozygosity/ROH/BucCla_Auto_ROH_FROH_percent.csv,config_files/birds/BucCla_config.yml,Freshwater,1923547,1,0.169925048,117590,1,0.0141079,1923547,1,0.169925048,0,0,0,1923547,1,0.169925048,0,0,0,0,0,0,0,0,0,1923547,1,0.169925048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.163,3.163,833504611,0.736313231,39,0.000446233,0,0,0,0,1131997329,MM; HR; CZ; CN; AZ; UA; GE; DK; NP; AF; IL; RU-EA; BE; BG; PK; RU-CA; JO; LU; RU; TJ; RU-EU; TW; AL; BY; UZ; AT; LT; TM; MD; JP; BD; US; NL; CA; IS; PT; SI; FR; MT; KZ; SK; LI; RS; KG; DE; GL; IR; FO; FI; NO; IQ; IN; EE; CY; PL; BA; GI; RO; SY; BS; GR; LB; ES; MX; PS; SE; HU; BM; IT; MN; CH; LV; DZ; GB; TR; MA; IE; KR; ME; PM; MK; KP,9_9; 9_2; 9_10; 5_5; 5_1; 9_3; 1_1; 9_4; 5_4; 5_1; 9_5; 5_5; 9_7,,,460,918.56,,1,0,0,0,0,1,0,0,0,1,0,0,4.790662622733914,
Bucorvus,abyssinicus,birds,Bucorvus_abyssinicus,Birds,Birds,GCA_009769605.1,GCA_009769595.1,VU,yes,yes,BucAby,../groups/birds/Bucorvus_abyssinicus/heterozygosity/BucAby_FROH.csv,../groups/birds/Bucorvus_abyssinicus/heterozygosity/BucAby_whole_genome_mean_heterozygosity.txt,../groups/birds/Bucorvus_abyssinicus/heterozygosity/MSMC/Primary_Results/BucAby.msmc2.final.txt,../groups/birds/Bucorvus_abyssinicus/heterozygosity/BucAby_Chroms_Lengths.txt,../groups/birds/Bucorvus_abyssinicus/heterozygosity/BucAby_Genome_Align.txt,../groups/birds/Bucorvus_abyssinicus/heterozygosity/BucAby_alnROH_bins.txt,../groups/birds/Bucorvus_abyssinicus/heterozygosity/ROH/BucAby_Auto_ROH_FROH_percent.csv,config_files/birds/BucAby_config.yml,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.275,3.275,917002338,0.814199568,39,0,0,0,0,0,1126262374,UG; GH; GM; ET; ER; CI; CD; TD; CF; CM; BF; BJ; SD; GN; GW; KE; ML; MR; NE; NG; SN; SL; SO; SS; TG,6; 4_7; 4_5; 2_1; 3_5; 1_5,A2bcd+3bcd+4bcd,,1150,4000,,0,0,1,0,0,,,,,,,0,0,
Bufo,bufo,amphibians,Bufo_bufo,Amphibians,Amphibians,GCF_905171765.1,GCA_905171715.1,LC,no,no,BufBuf,../groups/amphibians/Bufo_bufo/heterozygosity/BufBuf_FROH.csv,../groups/amphibians/Bufo_bufo/heterozygosity/BufBuf_whole_genome_mean_heterozygosity.txt,../groups/amphibians/Bufo_bufo/heterozygosity/MSMC/Primary_Results/BufBuf.msmc2.final.txt,../groups/amphibians/Bufo_bufo/heterozygosity/BufBuf_Chroms_Lengths.txt,../groups/amphibians/Bufo_bufo/heterozygosity/BufBuf_Genome_Align.txt,../groups/amphibians/Bufo_bufo/heterozygosity/BufBuf_alnROH_bins.txt,../groups/amphibians/Bufo_bufo/heterozygosity/ROH/BufBuf_Auto_ROH_FROH_percent.csv,config_files/amphibians/BufBuf_config.yml,Freshwater,713790,1,0.014303417,148065,1,0.010100889,713790,1,0.014303417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718,0.718,1465861115,0.293739372,11,7.25243810018113e-05,0,0,0,0,4990346044,TR; SY; LB; KZ; UA; RU; MD; BY; GB; CH; SE; SI; SK; RS; SM; RO; PL; NO; DE; FR; FI; EE; DK; CZ; HR; BG; BA; BE; AT; AL; GI; GR; HU; IT; LV; LI; LT; LU; MK; MC; ME; NL; ITA-IT; GRC-OO; FRA-FR; YUG-SE; GRB-OO; CN; CHX-OO,1_4; 3_5; 3_4; 3_1; 15_9; 15_7; 15_5; 15_2; 15_1; 14_5; 14_4; 14_3; 14_2; 14_1; 1_1; 3_8; 4_4; 4_5; 1_2; 5_1; 5_4; 5_5; 5_6; 5_7; 5_8; 5_9,,Rana bufo;Bufo vulgaris;Rana ventricosa;Rana rubeta;Bufo cinereus,150,164.75,,1,0,1,0,0,1,0,0,0,1,0,0,0.3449478502148181,
Buteo,buteo,birds,Buteo_buteo,Birds,Birds,GCA_964188355.1,,LC,no,,ButBut,../groups/birds/Buteo_buteo/heterozygosity/ButBut_FROH.csv,../groups/birds/Buteo_buteo/heterozygosity/ButBut_whole_genome_mean_heterozygosity.txt,../groups/birds/Buteo_buteo/heterozygosity/MSMC/Primary_Results/ButBut.msmc2.final.txt,../groups/birds/Buteo_buteo/heterozygosity/ButBut_Chroms_Lengths.txt,../groups/birds/Buteo_buteo/heterozygosity/ButBut_Genome_Align.txt,../groups/birds/Buteo_buteo/heterozygosity/ButBut_alnROH_bins.txt,../groups/birds/Buteo_buteo/heterozygosity/ROH/ButBut_Auto_ROH_FROH_percent.csv,config_files/birds/ButBut_config.yml,Terrestrial,34239920,85,2.776322689,34055129,85,3.068197716,20635115,21,1.673185509,20560134,21,1.852365797,12072497,8,0.978890936,12071297,8,1.087563811,0,0,0,0,0,0,22777766,29,1.846921037,22702785,29,2.045407994,1576158,1,0.127801794,1575958,1,0.141985976,0,0,0,0,0,0,0,0,0,0,0,0,2.0605,2.035,1109939194,0.899987315,33,0.063220214,0.022409252,0,0.042145632,0.002925621,1233283153,AD; FO; TJ; MZ; NG; AF; SS; IQ; IS; IT; MT; QA; AL; AT; TN; RU-CA; RU; CD; NA; PT; BE; IR; CG; ZM; OM; SA; FI; GR; AZ; IN; ML; LT; NO; CM; YE; BA; CZ; MV; ME; SO; GI; LU; MA; RS; BT; LK; SZ; PS; MK; IE; BG; CY; TR; NP; DJ; UZ; DK; EG; CN; GA; LY; KG; EH; SI; LV; LB; TM; TD; ER; RO; MD; SK; MC; DE; HR; GH; LR; TG; IL; CNY-OO; GB; BD; ZW; LI; ZA; MR; PK; RU-EU; CI; UG; BH; KE; AM; RW; ES; EE; FR; ET; KZ; SD; GE; AE; SL; PL; DZ; SN; AO; MW; TZ; CF; BI; CH; KW; BY; LS; SE; HU; JO; SY; GM; UA; BW; NL,3_4; 1_9; 14_1; 1_4; 14_2; 4_5; 1_6; 5_4; 5_5; 2_1,,,620,759.1,,0,0,1,0,0,0.6455365945024011,0.3544634054975988,0,0.6666480400059582,0.3333519599940417,0.046276671,0,16.037539564439324,
Caesio,teres,fishes,Caesio_teres,Fishes,Ray-finned fishes,GCA_048129055.1,,LC,no,,CaeTer,../groups/fishes/Caesio_teres/heterozygosity/CaeTer_FROH.csv,../groups/fishes/Caesio_teres/heterozygosity/CaeTer_whole_genome_mean_heterozygosity.txt,../groups/fishes/Caesio_teres/heterozygosity/MSMC/Primary_Results/CaeTer.msmc2.final.txt,../groups/fishes/Caesio_teres/heterozygosity/CaeTer_Chroms_Lengths.txt,../groups/fishes/Caesio_teres/heterozygosity/CaeTer_Genome_Align.txt,../groups/fishes/Caesio_teres/heterozygosity/CaeTer_alnROH_bins.txt,../groups/fishes/Caesio_teres/heterozygosity/ROH/CaeTer_Auto_ROH_FROH_percent.csv,config_files/fishes/CaeTer_config.yml,,695601,2,0.070478798,281026,2,0.040466098,548243,1,0.055548378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548243,1,0.055548378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.899,6.899,694472693,0.703644769,23,0.002791756,0,0,0,0,986964905,TW; KR; JP; MCI-OO; TZ; ZA; SO; SC; RE; MZ; YT; MU; MG; KE; TV; TO; TK; SB; WS; PG; PW; MP; NC; NR; FM; MH; AS; AU; CX; CC; CK; FJ; PF; GU; KI; GIL-OO; LIN-KI; PHX-OO; UM; TF; LIN-US; VU; WF; IO; BN; DT; SCS-PI; SCS-SI; IN; AND-AN; CN; NCB-OO; ID; MY; MV; MM; PH; SG; LK; TH; TL; KM,9_9; 9_8; 9_3,,,400,,1,1,0,0,0,0,1,0,0,0,1,0,0,1.573326442845579,
Callithrix,jacchus,mammals,Callithrix_jacchus,Mammals,Mammals,GCA_049354715.1,,LC,likely,,CalJac,../groups/mammals/Callithrix_jacchus/heterozygosity/CalJac_FROH.csv,../groups/mammals/Callithrix_jacchus/heterozygosity/CalJac_whole_genome_mean_heterozygosity.txt,../groups/mammals/Callithrix_jacchus/heterozygosity/MSMC/Primary_Results/CalJac.msmc2.final.txt,../groups/mammals/Callithrix_jacchus/heterozygosity/CalJac_Chroms_Lengths.txt,../groups/mammals/Callithrix_jacchus/heterozygosity/CalJac_Genome_Align.txt,../groups/mammals/Callithrix_jacchus/heterozygosity/CalJac_alnROH_bins.txt,../groups/mammals/Callithrix_jacchus/heterozygosity/ROH/CalJac_Auto_ROH_FROH_percent.csv,config_files/mammals/CalJac_config.yml,,9523775,64,0.324665721,9521761,64,0.367096539,1691228,2,0.057654004,1691228,2,0.065202639,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,1.393,1.3905,2593802989,0.88422807,22,0.005113655,0,0,0,0,2933409465,BZE-CE; BZL-ES; BZE-SE; BZE-RN; BZE-MA; BZE-PB; BZE-PE; BZE-PI; BZL-SP; BZE-AL; BZE-BA; BZS-SC; BZL-RJ; BZS-PR; BR,1_6; 2_1; 1_9; 1_5,,Simia jacchus;Simia (Sagoinus) jacchus;Jacchus vulgaris;Jacchus albicollis;Jacchus vulgaris;Hapale leucotes;Hapale communis,300,309,,0,0,0,1,0,1,0,0,0,1,0,0,1.379176059427608,
Callospermophilus,lateralis,mammals,Callospermophilus_lateralis,Mammals,Mammals,GCA_048772815.1,,LC,no,,CalLat,../groups/mammals/Callospermophilus_lateralis/heterozygosity/CalLat_FROH.csv,../groups/mammals/Callospermophilus_lateralis/heterozygosity/CalLat_whole_genome_mean_heterozygosity.txt,../groups/mammals/Callospermophilus_lateralis/heterozygosity/MSMC/Primary_Results/CalLat.msmc2.final.txt,../groups/mammals/Callospermophilus_lateralis/heterozygosity/CalLat_Chroms_Lengths.txt,../groups/mammals/Callospermophilus_lateralis/heterozygosity/CalLat_Genome_Align.txt,../groups/mammals/Callospermophilus_lateralis/heterozygosity/CalLat_alnROH_bins.txt,../groups/mammals/Callospermophilus_lateralis/heterozygosity/ROH/CalLat_Auto_ROH_FROH_percent.csv,config_files/mammals/CalLat_config.yml,,723012634,342,27.07574832,694432506,342,29.35582759,693476457,184,25.9696624,664450058,183,28.08837601,664454859,145,24.8828467,632977328,141,26.75792557,187690526,12,7.02873118,173576707,11,7.337628697,645347030,132,24.16728691,616829010,130,26.07528581,123313644,10,4.617912651,116322865,10,4.917330252,7629648,0,0.285718975,7629648,0,0.322529014,0,-1,0,0,-1,0,2.383,2.335,2365569507,0.885870614,20,0.699549371,0.637641366,0.174855692,0.621374061,0.11717998,2670332969,US; CA,1_4; 6; 3_4,,Spermophilus lateralis,310.19,191,,0,0,1,0,0,0.088496978,0.9115030222965952,0.2499547551421791,0.888249045,0.1117509553909059,0.1675078052869833,1.5012094945531176,102.81865423499588,Yes
Caloenas,nicobarica,birds,Caloenas_nicobarica,Birds,Birds,GCF_036013445.1,,NT,yes,,CalNic,../groups/birds/Caloenas_nicobarica/heterozygosity/CalNic_FROH.csv,../groups/birds/Caloenas_nicobarica/heterozygosity/CalNic_whole_genome_mean_heterozygosity.txt,../groups/birds/Caloenas_nicobarica/heterozygosity/MSMC/Primary_Results/CalNic.msmc2.final.txt,../groups/birds/Caloenas_nicobarica/heterozygosity/CalNic_Chroms_Lengths.txt,../groups/birds/Caloenas_nicobarica/heterozygosity/CalNic_Genome_Align.txt,../groups/birds/Caloenas_nicobarica/heterozygosity/CalNic_alnROH_bins.txt,../groups/birds/Caloenas_nicobarica/heterozygosity/ROH/CalNic_Auto_ROH_FROH_percent.csv,config_files/birds/CalNic_config.yml,,31364358,58,2.663902133,31364258,58,3.113987876,23695080,11,2.012519248,23695080,11,2.35255659,21704117,8,1.843418685,21704117,8,2.154884621,0,0,0,0,0,0,22687635,11,1.926952858,22687635,11,2.252532814,5985639,2,0.508384597,5985639,2,0.594281787,1280665,1,0.108772073,1280665,1,0.127150315,0,0,0,1280665,1,0.127150315,4.1195,4.098,1007205527,0.855460505,39,0.128280731,0.088770472,0,0.092793089,0.024481438,1177384019,KH; PW; PG; SB; IN; ID; MY; MM; PH; TH; VN; TL,3_5; 3_6; 1_5; 1_6; 1_7,A2cde+3cde+4cde,,420,537.86,,0,0,1,0,0,0.3079983910347874,0.6920016089652126,0,0.7233595323696185,0.2766404676303815,0.1908426783123644,0,72.43296690513581,
Calonectris,borealis,birds,Calonectris_borealis,Birds,Birds,GCA_964195595.2,,LC,no,,CalBor,../groups/birds/Calonectris_borealis/heterozygosity/CalBor_FROH.csv,../groups/birds/Calonectris_borealis/heterozygosity/CalBor_whole_genome_mean_heterozygosity.txt,../groups/birds/Calonectris_borealis/heterozygosity/MSMC/Primary_Results/CalBor.msmc2.final.txt,../groups/birds/Calonectris_borealis/heterozygosity/CalBor_Chroms_Lengths.txt,../groups/birds/Calonectris_borealis/heterozygosity/CalBor_Genome_Align.txt,../groups/birds/Calonectris_borealis/heterozygosity/CalBor_alnROH_bins.txt,../groups/birds/Calonectris_borealis/heterozygosity/ROH/CalBor_Auto_ROH_FROH_percent.csv,config_files/birds/CalBor_config.yml,,15575402,13,1.199114417,15565678,13,1.409566248,14603514,6,1.124290993,14593790,6,1.321555913,13976559,5,1.076023168,13966835,5,1.264781348,0,0,0,0,0,0,10747950,3,0.827459978,10887267,4,0.985907847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.588,2.583,1104288502,0.850166348,39,0.036479574,0.032732541,0,0.025515295,0,1298908743,US; GA; POR-OO; GQ; PL; DM; MQ; CI; NO; CA; CU; VE; CD; GP; CG; NZ; PM; MDR-OO; AG; MA; LR; GW; RS; EH; PT; BM; GN; GH; BR; OM; LC; BJ; TG; FR; SL; CM; KN; GI; AR; DE; ST; AO; MS; FO; PR; UY; BE; SN; DK; SR; CV; ZA; MR; NL; SE; MG; CNY-OO; VC; MZ; IE; TT; ES; MX; TC; BS; NA; CR; CH; GF; SH; NG; BB; GM; DZ; AZO-OO; PA,10_1; 6; 9_3; 10_1; 9_7; 9_2; 7_1; 9_4; 9_3; 10_2; 9_5; 9_2; 13_1; 9_5; 9_9; 10_2; 9_7; 9_1; 9_4; 9_1; 12_1; 9_9,,,,,,,,,,,0.1027159240991629,0.897284076,0,0.6994405897385279,0.3005594102614721,0,0,6.739879973,
Calypte,anna,birds,Calypte_anna,Birds,Birds,GCF_003957555.1,GCA_003957575.1,LC,likely,likely,CalAnn,../groups/birds/Calypte_anna/heterozygosity/CalAnn_FROH.csv,../groups/birds/Calypte_anna/heterozygosity/CalAnn_whole_genome_mean_heterozygosity.txt,../groups/birds/Calypte_anna/heterozygosity/MSMC/Primary_Results/CalAnn.msmc2.final.txt,../groups/birds/Calypte_anna/heterozygosity/CalAnn_Chroms_Lengths.txt,../groups/birds/Calypte_anna/heterozygosity/CalAnn_Genome_Align.txt,../groups/birds/Calypte_anna/heterozygosity/CalAnn_alnROH_bins.txt,../groups/birds/Calypte_anna/heterozygosity/ROH/CalAnn_Auto_ROH_FROH_percent.csv,config_files/birds/CalAnn_config.yml,Terrestrial,311979933,1358,29.70955369,311056709,1358,33.87769426,45638921,67,4.346151244,45549767,67,4.960899526,4558971,4,0.434146493,4543288,4,0.494816917,0,0,0,0,0,0,79003051,244,7.523385761,81157684,256,8.839015929,0,0,0,182312,1,0.019855898,0,0,0,0,0,0,0,0,0,0,0,0,1.483578233,1.2215,918175560,0.874369894,33,0.502602098,0.007340996,0,0.131133716,0.000294578,1050099696,MX; CA; US,14_6; 14_4; 14_4; 14_5; 14_5; 2_1; 1_6; 2_1; 3_5; 1_6; 3_5; 1_5; 1_5,,,110,5.8,,0,0,0,1,0,0.9853940202267104,0.01460598,0,0.2609096079647649,0.7390903920352351,0.000586105,9.972815734892274,43.63447237346638,
Candoia,aspera,reptiles,Candoia_aspera,Reptiles,Lepidosauria,GCF_035149785.1,,LC,likely,,CanAsp,../groups/reptiles/Candoia_aspera/heterozygosity/CanAsp_FROH.csv,../groups/reptiles/Candoia_aspera/heterozygosity/CanAsp_whole_genome_mean_heterozygosity.txt,../groups/reptiles/Candoia_aspera/heterozygosity/MSMC/Primary_Results/CanAsp.msmc2.final.txt,../groups/reptiles/Candoia_aspera/heterozygosity/CanAsp_Chroms_Lengths.txt,../groups/reptiles/Candoia_aspera/heterozygosity/CanAsp_Genome_Align.txt,../groups/reptiles/Candoia_aspera/heterozygosity/CanAsp_alnROH_bins.txt,../groups/reptiles/Candoia_aspera/heterozygosity/ROH/CanAsp_Auto_ROH_FROH_percent.csv,config_files/reptiles/CanAsp_config.yml,,35108811,115,2.30635642,34836033,115,2.790103236,15959348,13,1.048396219,15811259,13,1.266362473,7993169,2,0.525084619,7927582,2,0.634939466,0,-1,0,0,-1,0,6758949,1,0.444006646,6758949,1,0.541340786,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,2.199,2.175,1248557134,0.82019803,18,0.06135437,0.013962319,0,0.011904084,0,1522263025,PG; BIS-OO; ID; NWG-IJ; NWG-PN,14_3; 1_5; 1_6; 1_9; 14_4,,Erebophis aspera,1000,480.8,,0,0,1,0,0,0.7724315509748196,0.2275684490251802,0,0.1940217762453031,0.8059782237546969,0,0,6.240800961871685,
Canis,lupus,mammals,Canis_lupus,Mammals,Mammals,,,LC,yes,yes,CanLup,../groups/mammals/Canis_lupus/heterozygosity/CanLup_FROH.csv,../groups/mammals/Canis_lupus/heterozygosity/CanLup_whole_genome_mean_heterozygosity.txt,../groups/mammals/Canis_lupus/heterozygosity/MSMC/Primary_Results/CanLup.msmc2.final.txt,../groups/mammals/Canis_lupus/heterozygosity/CanLup_Chroms_Lengths.txt,../groups/mammals/Canis_lupus/heterozygosity/CanLup_Genome_Align.txt,../groups/mammals/Canis_lupus/heterozygosity/CanLup_alnROH_bins.txt,../groups/mammals/Canis_lupus/heterozygosity/ROH/CanLup_Auto_ROH_FROH_percent.csv,config_files/mammals/CanLup_config.yml,Terrestrial,781577943,828,31.7998169,778449619,828,35.03701758,657109580,196,26.73561161,653178802,193,29.398739,606762442,125,24.68715338,604157052,124,27.19233299,268747960,14,10.93446405,268297294,14,12.07571663,645329470,180,26.25631797,645496240,186,29.05295675,336623744,24,13.69610481,339246898,25,15.26906718,164652498,6,6.699164602,164202032,6,7.390522574,0,0,0,17004126,1,0.765333873,1.546,1.392,2221791901,0.90397351,38,0.541672292,0.420393468,0.186690579,0.449158711,0.236059779,2457806425,EE; DK; AL; JP; AT; BE; ME; NL; MN; BA; ES; LY; HU; UZ; BD; OM; LT; BG; HR; CZ; PT; US; AM; IL; NP; KG; KR; GL; AZ; KP; MM; KZ; PK; AE; PL; BY; MD; IE; GR; NO; RS; MX; TM; CA; GE; JO; SY; RU; IT; RO; TR; DE; CN; MK; SK; GB; SA; LV; LU; AF; IN; FI; CH; BT; SI; FR; IR; YE; IQ; UA; TJ; SE,3_5; 14_2; 3_1; 3_4; 1_1; 8_1; 4_1; 4_2; 8_2; 4_4; 1_2; 5_4; 1_5; 1_4; 5_10; 6,,,1500,50000,,0,0,1,0,0,0.2238970419484534,0.7761029580515466,0.3446559513313859,0.8292074711645537,0.1707925288354462,0.4357981425128038,7.0703634927392205,93.79820672656808,Yes
Capra,hircus,mammals,Capra_hircus,Mammals,Mammals,GCA_041735815.1,,DD/NE,yes,,CapHir,../groups/mammals/Capra_hircus/heterozygosity/CapHir_FROH.csv,../groups/mammals/Capra_hircus/heterozygosity/CapHir_whole_genome_mean_heterozygosity.txt,../groups/mammals/Capra_hircus/heterozygosity/MSMC/Primary_Results/CapHir.msmc2.final.txt,../groups/mammals/Capra_hircus/heterozygosity/CapHir_Chroms_Lengths.txt,../groups/mammals/Capra_hircus/heterozygosity/CapHir_Genome_Align.txt,../groups/mammals/Capra_hircus/heterozygosity/CapHir_alnROH_bins.txt,../groups/mammals/Capra_hircus/heterozygosity/ROH/CapHir_Auto_ROH_FROH_percent.csv,config_files/mammals/CapHir_config.yml,Terrestrial,1505694119,968,52.57451978,1496396028,968,57.89101495,1416117896,596,49.44677501,1407286895,594,54.44365339,1286578723,417,44.92363865,1277621078,415,49.42727697,230862508,10,8.061056585,230847637,10,8.930793557,1268762297,414,44.30154016,1270486567,422,49.15126442,234072564,13,8.173142533,259467216,16,10.0379981,121739348,2,4.250788841,121739348,2,4.709725423,29988192,0,1.047101648,29988192,0,1.160152018,0.851826772,0.482,2584850221,0.902555555,29,0.493131164,0.421034778,0.07607489,0.418683629,0.085506355,2863923675,IT; ES; GR,3_8; 1_4; 6; 4_4,,,,,,,,,,,0.1462012367758025,0.8537987632241975,0.1542690789606935,0.8490309672220012,0.1509690327779987,0.1733947505506213,40.76623152847972,83.29170504698739,Yes
Caprimulgus,europaeus,birds,Caprimulgus_europaeus,Birds,Birds,GCA_907165065.1,GCA_907165095.1,LC,no,no,CapEur,../groups/birds/Caprimulgus_europaeus/heterozygosity/CapEur_FROH.csv,../groups/birds/Caprimulgus_europaeus/heterozygosity/CapEur_whole_genome_mean_heterozygosity.txt,../groups/birds/Caprimulgus_europaeus/heterozygosity/MSMC/Primary_Results/CapEur.msmc2.final.txt,../groups/birds/Caprimulgus_europaeus/heterozygosity/CapEur_Chroms_Lengths.txt,../groups/birds/Caprimulgus_europaeus/heterozygosity/CapEur_Genome_Align.txt,../groups/birds/Caprimulgus_europaeus/heterozygosity/CapEur_alnROH_bins.txt,../groups/birds/Caprimulgus_europaeus/heterozygosity/ROH/CapEur_Auto_ROH_FROH_percent.csv,config_files/birds/CapEur_config.yml,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.189,10.189,970271275,0.829340518,35,0,0,0,0,0,1169931112,HU; ZA; ZW; NG; ML; TN; DK; SS; CM; EG; MK; ME; UZ; SE; RU-CA; AZ; JO; FR; MW; MN; ZM; UG; ER; MD; BE; RU-EU; LR; KG; QA; PK; MZ; SO; IE; TM; KW; RU; SL; IQ; HR; CI; IN; SK; AL; NO; LS; ES; AE; DJ; EE; CD; BH; CY; NA; LY; BA; OM; RU-EA; IS; DE; LT; TZ; IT; SC; RS; SI; AM; MT; MR; GH; MA; BW; IL; UA; LV; SN; TJ; PS; TR; AO; ET; LU; LI; KE; BI; CH; GR; PL; SA; CZ; PT; RO; BY; YE; BG; GI; GA; SY; GB; LB; CN; IR; RW; DZ; GM; FI; SZ; EH; NE; AF; KZ; AT; GE; FO; SD; AD; NL,3_4; 4_5; 4_4; 1_5; 1_4; 3_8,,,255,101,,0,0,1,0,0,,,,,,,0,0,
