genus,species_only,clade,species,Lineage,Extended_lineage,primary_accession_num,alternate_accession_num,IUCN,zoo_flag,short_name,FROH_file_name,Het_file_name,MSMC_file_name,Genome_length_file_name,Align_file_name,AlnBin_file_name,ROH_csv_file_name,config_file_name,System,all_SROH,all_NROH,all_FROH_percent,all_aln_SROH,all_aln_NROH,all_aln_FROH_percent,500kb+_SROH,500kb+_NROH,500kb+_FROH_percent,500kb+_aln_SROH,500kb+_aln_NROH,500kb+_aln_FROH_percent,1Mb+_SROH,1Mb+_NROH,1Mb+_FROH_percent,1Mb+_aln_SROH,1Mb+_aln_NROH,1Mb+_aln_FROH_percent,10Mb+_SROH,10Mb+_NROH,10Mb+_FROH_percent,10Mb+_aln_SROH,10Mb+_aln_NROH,10Mb+_aln_FROH_percent,1%+_SROH,1%+_NROH,1%+_FROH_percent,1%+_aln_SROH,1%+_aln_NROH,1%+_aln_FROH_percent,10%+_SROH,10%+_NROH,10%+_FROH_percent,10%+_aln_SROH,10%+_aln_NROH,10%+_aln_FROH_percent,25%+_SROH,25%+_NROH,25%+_FROH_percent,25%+_aln_SROH,25%+_aln_NROH,25%+_aln_FROH_percent,50%+_SROH,50%+_NROH,50%+_FROH_percent,50%+_aln_SROH,50%+_aln_NROH,50%+_aln_FROH_percent,heterozygosity,het_wo_ROH,genome_align_size,genome_align_proportion,num_auto_chromosomes,IDRisk_1Mb,IDRisk_10Mb,IDRisk_longplus,IDRisk_over_tenthplus,Genome_size,countries,habitats,criteria,synonyms,Length,Weight,Saltwater,Aqu,Fos,Ter,Arb,Aer,proportion_aln_froh_100_500kb,proportion_aln_froh_1mbplus,proportion_aln_froh_10mbplus,proportion_aln_froh_longplus,proportion_aln_froh_shortmed,proportion_aln_froh_over_tenth_plus,froh_min,froh_max,disparate_species_>25
Amia,calva,fishes,Amia_calva,Fishes,Ray-finned fishes,GCF_036373705.1,,LC,no,AmiCal,../groups/fishes/Amia_calva/heterozygosity/AmiCal_FROH.csv,../groups/fishes/Amia_calva/heterozygosity/AmiCal_whole_genome_mean_heterozygosity.txt,../groups/fishes/Amia_calva/heterozygosity/MSMC/Primary_Results/AmiCal.msmc2.final.txt,../groups/fishes/Amia_calva/heterozygosity/AmiCal_Chroms_Lengths.txt,../groups/fishes/Amia_calva/heterozygosity/AmiCal_Genome_Align.txt,../groups/fishes/Amia_calva/heterozygosity/AmiCal_alnROH_bins.txt,../groups/fishes/Amia_calva/heterozygosity/ROH/AmiCal_Auto_ROH_FROH_percent.csv,config_files/fishes/AmiCal_config.yml,Freshwater,43282108.0,153.0,4.68652677318457,42755280.0,153.0,4.97228640964599,19730976.0,15.0,2.13644278335663,19344919.0,14.0,2.24974501019295,14596522.0,8.0,1.58049120778446,14317672.0,8.0,1.66509413348173,0.0,0.0,0.0,0.0,0.0,0.0,21147739.0,19.0,2.28984792089654,20761682.0,19.0,2.41450948865244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.811,0.8045,859871626.0,0.931057100257396,23,0.0135039134225369,0.0,0.0195816719529713,0.0,923543385.0,CA; US,5_7; 5_5; 5_4; 5_1,,,1090.0,9750.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6651250558995295,0.33487494410047053,0.0,0.485593405071842,0.514406594928158,0.0,0.29938293918547654,25.624484510354588,
Acipenser,ruthenus,fishes,Acipenser_ruthenus,Fishes,Ray-finned fishes,GCF_902713425.1,,CR,no,AciRut,../groups/fishes/Acipenser_ruthenus/heterozygosity/AciRut_FROH.csv,../groups/fishes/Acipenser_ruthenus/heterozygosity/AciRut_whole_genome_mean_heterozygosity.txt,../groups/fishes/Acipenser_ruthenus/heterozygosity/MSMC/Primary_Results/AciRut.msmc2.final.txt,../groups/fishes/Acipenser_ruthenus/heterozygosity/AciRut_Chroms_Lengths.txt,../groups/fishes/Acipenser_ruthenus/heterozygosity/AciRut_Genome_Align.txt,../groups/fishes/Acipenser_ruthenus/heterozygosity/AciRut_alnROH_bins.txt,../groups/fishes/Acipenser_ruthenus/heterozygosity/ROH/AciRut_Auto_ROH_FROH_percent.csv,config_files/fishes/AciRut_config.yml,,597015.0,5.0,0.0329508805269886,586252.0,5.0,0.0453800201573762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3185,2.316,1291872498.0,0.713019544529038,60,0.0,0.0,0.0,0.0,1811833221.0,AT; RU; DE; KZ; BY; HU; BA; SI; UA; MD; HR; RS; RO; BG; CN; AZ,5_1,A2cde,,1250.0,16000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4901745218239665,
Pelophylax,lessonae,amphibians,Pelophylax_lessonae,Amphibians,Amphibians,GCA_965119305.1,,LC,likely,PelLes,../groups/amphibians/Pelophylax_lessonae/heterozygosity/PelLes_FROH.csv,../groups/amphibians/Pelophylax_lessonae/heterozygosity/PelLes_whole_genome_mean_heterozygosity.txt,../groups/amphibians/Pelophylax_lessonae/heterozygosity/MSMC/Primary_Results/PelLes.msmc2.final.txt,../groups/amphibians/Pelophylax_lessonae/heterozygosity/PelLes_Chroms_Lengths.txt,../groups/amphibians/Pelophylax_lessonae/heterozygosity/PelLes_Genome_Align.txt,../groups/amphibians/Pelophylax_lessonae/heterozygosity/PelLes_alnROH_bins.txt,../groups/amphibians/Pelophylax_lessonae/heterozygosity/ROH/PelLes_Auto_ROH_FROH_percent.csv,config_files/amphibians/PelLes_config.yml,,2151562261.0,1970.0,37.676068384876,2062287954.0,1970.0,55.3915749825883,1924402887.0,1003.0,33.6982740796757,1841429517.0,977.0,49.4594758060915,1687461958.0,672.0,29.5491946846732,1613679660.0,647.0,43.3422780322207,10844300.0,1.0,0.189894847940034,10843491.0,1.0,0.291248389263259,404857332.0,88.0,7.0894683379792,366391803.0,154.0,9.84102098328031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05278725797562,0.9625,3723107629.0,0.651954443415744,13,0.456301980439587,0.0030662259312228,0.103605014966683,0.0,5710686792.0,AT; BE; BY; SK; DE; NO; EE; CH; HU; LT; IT; BA; PL; RO; HR; LU; MD; RU-EU; NL; ES; LV; SI; RS; UA; FR; CZ; GRB-OO; LI; DK; FI; SE; BG; GB; RU; COR-OO; SAR-OO; SIC-SI; RUE-OO; RUW-OO; RUS-OO; FRA-FR; ITA-IT; RUC-OO; UKR-UK; SPA-SP,3_4; 4_4; 1_4; 5_4; 5_7,,Rana esculenta;Rana meridionalis;Rana esculenta acutirostris;Rana esculenta obtusirostris;Rana esculenta var. lessonae;Rana esculenta lessonae var. immaculata;Rana esculenta lessonae var. maculata;Rana esculenta var. bolkayi;Rana lessonae pannonica;Pelophylax bergeri;Pelophylax esculentus;Pelophylax hispanicus,57.35,30.8,,1.0,0.0,1.0,1.0,0.0,0.21752941587516084,0.7824705841248392,0.005257990756803893,0.17766277608776643,0.8223372239122335,0.0,5.518023576726504,92.32952566087117,
Mantella,aurantiaca,amphibians,Mantella_aurantiaca,Amphibians,Amphibians,GCA_048565345.1,,CR,no,ManAur,../groups/amphibians/Mantella_aurantiaca/heterozygosity/ManAur_FROH.csv,../groups/amphibians/Mantella_aurantiaca/heterozygosity/ManAur_whole_genome_mean_heterozygosity.txt,../groups/amphibians/Mantella_aurantiaca/heterozygosity/MSMC/Primary_Results/ManAur.msmc2.final.txt,../groups/amphibians/Mantella_aurantiaca/heterozygosity/ManAur_Chroms_Lengths.txt,../groups/amphibians/Mantella_aurantiaca/heterozygosity/ManAur_Genome_Align.txt,../groups/amphibians/Mantella_aurantiaca/heterozygosity/ManAur_alnROH_bins.txt,../groups/amphibians/Mantella_aurantiaca/heterozygosity/ROH/ManAur_Auto_ROH_FROH_percent.csv,config_files/amphibians/ManAur_config.yml,,99532479.0,180.0,3.15630079415256,91928564.0,180.0,6.63815483240413,76308573.0,62.0,2.41984136214018,69413537.0,55.0,5.01234639182238,54692751.0,31.0,1.734376307614,49774596.0,27.0,3.59421990936749,0.0,0.0,0.0,0.0,0.0,0.0,8854352.0,5.0,0.280782700582654,8011391.0,23.0,0.578501953766285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1705,3.1535,1384851157.0,0.439153816978897,13,0.113954742226496,0.0,0.0183414044441601,0.0,3153453536.0,MG,1_8; 5_4; 1_6; 5_7; 5_8,"B1ab(ii,iii,v)+2ab(ii,iii,v)",,31.0,1.01,,1.0,0.0,1.0,0.0,0.0,0.4585513595099774,0.5414486404900226,0.0,0.08714800548826154,0.9128519945117385,0.0,0.1483512914744293,19.42973132300442,
Gastrophryne,carolinensis,amphibians,Gastrophryne_carolinensis,Amphibians,Amphibians,GCA_027917425.1,,LC,no,GasCar,../groups/amphibians/Gastrophryne_carolinensis/heterozygosity/GasCar_FROH.csv,../groups/amphibians/Gastrophryne_carolinensis/heterozygosity/GasCar_whole_genome_mean_heterozygosity.txt,../groups/amphibians/Gastrophryne_carolinensis/heterozygosity/MSMC/Primary_Results/GasCar.msmc2.final.txt,../groups/amphibians/Gastrophryne_carolinensis/heterozygosity/GasCar_Chroms_Lengths.txt,../groups/amphibians/Gastrophryne_carolinensis/heterozygosity/GasCar_Genome_Align.txt,../groups/amphibians/Gastrophryne_carolinensis/heterozygosity/GasCar_alnROH_bins.txt,../groups/amphibians/Gastrophryne_carolinensis/heterozygosity/ROH/GasCar_Auto_ROH_FROH_percent.csv,config_files/amphibians/GasCar_config.yml,Freshwater,259324273.0,166.0,6.10126833029893,231123902.0,166.0,19.6505598876875,243603758.0,104.0,5.73140291355297,216060271.0,97.0,18.3698235357565,226540710.0,81.0,5.32995096624231,201477842.0,74.0,17.1299998226191,0.0,0.0,0.0,0.0,0.0,0.0,73976510.0,14.0,1.74048704514846,65945794.0,62.0,5.6068271741886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.921,1.909,1176169551.0,0.27672403934892,11,0.329067296592513,0.0,0.107707150016163,0.0,4250333848.0,KY; BS; ALA-OO; VRG-OO; ARK-OO; OKL-OO; FLA-OO; GEO-OO; LOU-OO; MRY-OO; NCA-OO; MSI-OO; TEX-OO; MSO-OO; TEN-OO; SCA-OO; KAN-OO; KTY-OO; IOW-OO; US,14_5; 15_2; 1_4; 15_5; 3_4; 5_1; 5_4; 5_5; 5_6; 5_7; 5_8,,Engystoma carolinense,38.0,3.0,,1.0,1.0,1.0,0.0,0.0,0.12826912207461896,0.8717308779253811,0.0,0.28532658642981895,0.7146734135701811,0.0,0.0,59.633945485308914,
Mixophyes,fleayi,amphibians,Mixophyes_fleayi,Amphibians,Amphibians,GCA_038048845.1,,EN,no,MixFle,../groups/amphibians/Mixophyes_fleayi/heterozygosity/MixFle_FROH.csv,../groups/amphibians/Mixophyes_fleayi/heterozygosity/MixFle_whole_genome_mean_heterozygosity.txt,../groups/amphibians/Mixophyes_fleayi/heterozygosity/MSMC/Primary_Results/MixFle.msmc2.final.txt,../groups/amphibians/Mixophyes_fleayi/heterozygosity/MixFle_Chroms_Lengths.txt,../groups/amphibians/Mixophyes_fleayi/heterozygosity/MixFle_Genome_Align.txt,../groups/amphibians/Mixophyes_fleayi/heterozygosity/MixFle_alnROH_bins.txt,../groups/amphibians/Mixophyes_fleayi/heterozygosity/ROH/MixFle_Auto_ROH_FROH_percent.csv,config_files/amphibians/MixFle_config.yml,Freshwater,91941386.0,104.0,3.32286972827789,87532434.0,104.0,4.88531509820024,77014493.0,18.0,2.7833942750044,72800090.0,18.0,4.06308110691103,74867220.0,15.0,2.70578930557258,70681027.0,15.0,3.94481305477463,31936095.0,2.0,1.15420800068107,31927748.0,2.0,1.78193501800638,65342050.0,10.0,2.3615384689613,61368651.0,12.0,3.42507552442197,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.846,3.834,1791745921.0,0.647558030249433,12,0.151717510086632,0.0685332207925255,0.131728404669269,0.0,2766927190.0,NSW-NS; QLD-QU; AU,1_6; 5_1; 5_2; 1_9,"B2ab(iii,v)",,80.0,38.5,,1.0,0.0,1.0,0.0,0.0,0.1925161477858599,0.8074838522141401,0.36475334388622105,0.7010961331202105,0.29890386687978954,0.0,0.0,37.46633086086527,
Pseudophryne,corroboree,amphibians,Pseudophryne_corroboree,Amphibians,Amphibians,GCF_028390025.1,,LC,likely,PseCor,../groups/amphibians/Pseudophryne_corroboree/heterozygosity/PseCor_FROH.csv,../groups/amphibians/Pseudophryne_corroboree/heterozygosity/PseCor_whole_genome_mean_heterozygosity.txt,../groups/amphibians/Pseudophryne_corroboree/heterozygosity/MSMC/Primary_Results/PseCor.msmc2.final.txt,../groups/amphibians/Pseudophryne_corroboree/heterozygosity/PseCor_Chroms_Lengths.txt,../groups/amphibians/Pseudophryne_corroboree/heterozygosity/PseCor_Genome_Align.txt,../groups/amphibians/Pseudophryne_corroboree/heterozygosity/PseCor_alnROH_bins.txt,../groups/amphibians/Pseudophryne_corroboree/heterozygosity/ROH/PseCor_Auto_ROH_FROH_percent.csv,config_files/amphibians/PseCor_config.yml,Freshwater,2047044883.0,8008.0,24.993605473745,1957249598.0,8008.0,29.6461874296107,589080864.0,741.0,7.19244352149792,557869883.0,666.0,8.44997752440617,170952983.0,118.0,2.08726806487996,159855641.0,104.0,2.42131116011427,0.0,0.0,0.0,0.0,0.0,0.0,11312352.0,2.0,0.138119327629872,11140099.0,3.0,0.168737530091151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.683,0.6105,6602028010.0,0.806081414134551,12,0.0165375552235805,0.0,0.0011524773305225,0.0,8190274449.0,NSW-NS; AU,1_4; 5_4; 3_4; 4_4; 5_11,"A2ace; B1ab(iii,v); D",,30.0,0.94,,1.0,1.0,1.0,0.0,0.0,0.9183263896626431,0.08167361033735682,0.0,0.005691710965930664,0.9943082890340693,0.0,27.023248831722636,39.2092038329462,
Leptodactylus,fuscus,amphibians,Leptodactylus_fuscus,Amphibians,Amphibians,GCA_031893055.1,,LC,no,LepFus,../groups/amphibians/Leptodactylus_fuscus/heterozygosity/LepFus_FROH.csv,../groups/amphibians/Leptodactylus_fuscus/heterozygosity/LepFus_whole_genome_mean_heterozygosity.txt,../groups/amphibians/Leptodactylus_fuscus/heterozygosity/MSMC/Primary_Results/LepFus.msmc2.final.txt,../groups/amphibians/Leptodactylus_fuscus/heterozygosity/LepFus_Chroms_Lengths.txt,../groups/amphibians/Leptodactylus_fuscus/heterozygosity/LepFus_Genome_Align.txt,../groups/amphibians/Leptodactylus_fuscus/heterozygosity/LepFus_alnROH_bins.txt,../groups/amphibians/Leptodactylus_fuscus/heterozygosity/ROH/LepFus_Auto_ROH_FROH_percent.csv,config_files/amphibians/LepFus_config.yml,,36690816.0,71.0,1.77645665923144,34946655.0,71.0,2.02923238475798,26734605.0,19.0,1.29440749107821,25534933.0,17.0,1.48272597151931,18769833.0,9.0,0.90877768500739,18327353.0,9.0,1.06420652375718,0.0,0.0,0.0,0.0,0.0,0.0,13426577.0,5.0,0.650073634839131,12988074.0,6.0,0.754172906575269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52265117709524,1.515,1722161309.0,0.833817630451116,11,0.016204153160713,0.0,0.0114834226393017,0.0,2065393254.0,SR; PA; PY; TT; GY; CO; BO; BR; GF; AR; VE; PE; BZL-SP; BZN-TO; BZE-CE; BZE-MA; BZE-PE; BZC-MT; BZC-MS; BZE-RN; BZC-DF; BZC-GO; BZE-SE; BZS-SC; BZL-RJ; BZN-AC; BZS-RS; BZE-AL; BZL-ES; BZL-MG; BZN-RM; BZE-PI; BZN-RO; BZN-PA; BZN-AZ; BZS-PR; BZE-BA,15_9; 14_6; 1_5; 1_6; 1_9; 2_2; 2_1; 14_5; 5_4; 5_5; 5_8; 4_6; 4_5; 15_2,,,56.7,9.1,,0.0,0.0,1.0,0.0,0.0,0.47556202446271106,0.524437975537289,0.0,0.37165428279187296,0.628345717208127,0.0,0.07642272198787001,6.91038509014675,
Engystomops,pustulosus,amphibians,Engystomops_pustulosus,Amphibians,Amphibians,GCF_040894005.1,,LC,likely,EngPus,../groups/amphibians/Engystomops_pustulosus/heterozygosity/EngPus_FROH.csv,../groups/amphibians/Engystomops_pustulosus/heterozygosity/EngPus_whole_genome_mean_heterozygosity.txt,../groups/amphibians/Engystomops_pustulosus/heterozygosity/MSMC/Primary_Results/EngPus.msmc2.final.txt,../groups/amphibians/Engystomops_pustulosus/heterozygosity/EngPus_Chroms_Lengths.txt,../groups/amphibians/Engystomops_pustulosus/heterozygosity/EngPus_Genome_Align.txt,../groups/amphibians/Engystomops_pustulosus/heterozygosity/EngPus_alnROH_bins.txt,../groups/amphibians/Engystomops_pustulosus/heterozygosity/ROH/EngPus_Auto_ROH_FROH_percent.csv,config_files/amphibians/EngPus_config.yml,,184013293.0,126.0,8.90969258232812,170854201.0,126.0,28.7236441952881,172260701.0,74.0,8.34064683536934,160149390.0,71.0,26.9239741810763,161497883.0,60.0,7.81952470263545,149523983.0,53.0,25.1376533981409,0.0,0.0,0.0,0.0,0.0,0.0,125991098.0,37.0,6.1003307586587,117763985.0,61.0,19.7982302124327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.515,1.509,594820768.0,0.288004746725788,11,0.380835448981835,0.0,0.299943187718355,0.0,2065315849.0,NI; GY; BZ; VE; GT; CO; MX; CR; TT; SV; HN; PA; MXG-VC; MXE-QU; HON-OO; COS-OO; NIC-OO; MXT-CA,14_6; 5_8; 15_2; 5_7; 15_9; 1_6; 1_5; 1_9; 2_1; 14_2; 2_2,,Physalaemus pustulosus;Bufo stentor;Microphryne pustulosa;Peralaimos stentor;Engystomops stentor;Eupemphix stentor;Eupemphix pustulosa;Eupemphix trinitatis;Bufo atrigularis;Eupemphix ruthveni;Paludicola pustulosa,48.2,2.9,,1.0,1.0,1.0,0.0,0.0,0.12484456264555233,0.8751554373544477,0.0,0.6892659607474337,0.31073403925256626,0.0,0.3266806303278743,94.50043710294229,
Anomaloglossus,baeobatrachus,amphibians,Anomaloglossus_baeobatrachus,Amphibians,Amphibians,GCA_048569485.1,,LC,no,AnoBae,../groups/amphibians/Anomaloglossus_baeobatrachus/heterozygosity/AnoBae_FROH.csv,../groups/amphibians/Anomaloglossus_baeobatrachus/heterozygosity/AnoBae_whole_genome_mean_heterozygosity.txt,../groups/amphibians/Anomaloglossus_baeobatrachus/heterozygosity/MSMC/Primary_Results/AnoBae.msmc2.final.txt,../groups/amphibians/Anomaloglossus_baeobatrachus/heterozygosity/AnoBae_Chroms_Lengths.txt,../groups/amphibians/Anomaloglossus_baeobatrachus/heterozygosity/AnoBae_Genome_Align.txt,../groups/amphibians/Anomaloglossus_baeobatrachus/heterozygosity/AnoBae_alnROH_bins.txt,../groups/amphibians/Anomaloglossus_baeobatrachus/heterozygosity/ROH/AnoBae_Auto_ROH_FROH_percent.csv,config_files/amphibians/AnoBae_config.yml,,22035971.0,64.0,0.383334171145861,20675095.0,64.0,0.847077982097948,12766570.0,12.0,0.222085177427653,11775919.0,11.0,0.482470416888962,7277513.0,4.0,0.126598433709058,6477709.0,3.0,0.265397797124401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.497,2440754622.0,0.424589708343145,12,0.00663494492811,0.0,0.0,0.0,5748501610.0,GY; BR; SR; GF; BZN-AP; BZN-AZ; BZN-PA,5_8; 1_6; 5_7,,Colostethus baeobatrachus,18.6,0.65,,0.0,0.0,1.0,0.0,0.0,0.6866902425357659,0.3133097574642342,0.0,0.0,1.0,0.0,0.0,2.376201732420046,
Hyla,sarda,amphibians,Hyla_sarda,Amphibians,Amphibians,GCF_029499605.1,,LC,no,HylSar,../groups/amphibians/Hyla_sarda/heterozygosity/HylSar_FROH.csv,../groups/amphibians/Hyla_sarda/heterozygosity/HylSar_whole_genome_mean_heterozygosity.txt,../groups/amphibians/Hyla_sarda/heterozygosity/MSMC/Primary_Results/HylSar.msmc2.final.txt,../groups/amphibians/Hyla_sarda/heterozygosity/HylSar_Chroms_Lengths.txt,../groups/amphibians/Hyla_sarda/heterozygosity/HylSar_Genome_Align.txt,../groups/amphibians/Hyla_sarda/heterozygosity/HylSar_alnROH_bins.txt,../groups/amphibians/Hyla_sarda/heterozygosity/ROH/HylSar_Auto_ROH_FROH_percent.csv,config_files/amphibians/HylSar_config.yml,,23026271.0,91.0,0.614368410215601,22442619.0,91.0,1.48503177102838,7021003.0,8.0,0.187328745120257,6735258.0,7.0,0.445673123804002,2753058.0,1.0,0.0734548753765359,2712767.0,1.0,0.179504236221153,0.0,0.0,0.0,0.0,0.0,0.0,2753058.0,1.0,0.0734548753765359,2712767.0,1.0,0.179504236221153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9705,1.964,1511255142.0,0.403220920582709,13,0.0035371309747378,0.0,0.0035371309747378,0.0,3747958166.0,FR; COR-OO; IT; SAR-OO; ITA-IT,14_5; 3_4; 5_1; 5_2; 5_7; 5_8; 1_4,,Dendrohyas sarda,50.0,4.0,,1.0,0.0,1.0,1.0,0.0,0.8791243125412416,0.12087568745875844,0.0,0.12087568745875844,0.8791243125412416,0.0,0.0,9.743318570608833,
Dendropsophus,ebraccatus,amphibians,Dendropsophus_ebraccatus,Amphibians,Amphibians,GCF_027789765.1,,LC,likely,DenEbr,../groups/amphibians/Dendropsophus_ebraccatus/heterozygosity/DenEbr_FROH.csv,../groups/amphibians/Dendropsophus_ebraccatus/heterozygosity/DenEbr_whole_genome_mean_heterozygosity.txt,../groups/amphibians/Dendropsophus_ebraccatus/heterozygosity/MSMC/Primary_Results/DenEbr.msmc2.final.txt,../groups/amphibians/Dendropsophus_ebraccatus/heterozygosity/DenEbr_Chroms_Lengths.txt,../groups/amphibians/Dendropsophus_ebraccatus/heterozygosity/DenEbr_Genome_Align.txt,../groups/amphibians/Dendropsophus_ebraccatus/heterozygosity/DenEbr_alnROH_bins.txt,../groups/amphibians/Dendropsophus_ebraccatus/heterozygosity/ROH/DenEbr_Auto_ROH_FROH_percent.csv,config_files/amphibians/DenEbr_config.yml,Terrestrial,4207337.0,35.0,0.201768429752374,4162249.0,35.0,0.511447494025807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8025,2.799,813817459.0,0.390276963332143,15,0.0,0.0,0.0,0.0,2085230581.0,GT; EC; CR; BZ; NI; HN; CO; PA; MXT-TB; MXT-QR; MXG-VC; MXT-CA; MXT-CI; MXS-OA; MX,1_6; 5_8; 5_7; 1_9; 14_6,,Hyla weyerae;Hyla ebraccata,37.0,0.92,,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7340121529781938,
Eleutherodactylus,coqui,amphibians,Eleutherodactylus_coqui,Amphibians,Amphibians,GCF_035609145.1,,LC,no,EleCoq,../groups/amphibians/Eleutherodactylus_coqui/heterozygosity/EleCoq_FROH.csv,../groups/amphibians/Eleutherodactylus_coqui/heterozygosity/EleCoq_whole_genome_mean_heterozygosity.txt,../groups/amphibians/Eleutherodactylus_coqui/heterozygosity/MSMC/Primary_Results/EleCoq.msmc2.final.txt,../groups/amphibians/Eleutherodactylus_coqui/heterozygosity/EleCoq_Chroms_Lengths.txt,../groups/amphibians/Eleutherodactylus_coqui/heterozygosity/EleCoq_Genome_Align.txt,../groups/amphibians/Eleutherodactylus_coqui/heterozygosity/EleCoq_alnROH_bins.txt,../groups/amphibians/Eleutherodactylus_coqui/heterozygosity/ROH/EleCoq_Auto_ROH_FROH_percent.csv,config_files/amphibians/EleCoq_config.yml,Terrestrial,1099386668.0,725.0,34.3364826960816,1074258125.0,725.0,59.591537368963,1029955594.0,470.0,32.1679837135459,1006943075.0,460.0,55.8574187021215,940347467.0,349.0,29.3693069679372,921092359.0,337.0,51.0950845557857,23408053.0,2.0,0.731089643142245,23310294.0,2.0,1.2930749357679,515042541.0,115.0,16.0860139671918,510586342.0,239.0,28.3233837113172,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.495,2.387,1802702485.0,0.56302722676264,13,1.27482235966685,0.032262219647409,0.706668423597364,0.0,3201803393.0,HAW-HI; VI; FLA-OO; US; DO; CR; LOU-OO; CAL-OO; PR,14_3; 14_2; 14_1; 14_6; 14_4; 14_5; 1_6; 1_9,,,63.0,8.9,,0.0,0.0,1.0,1.0,0.0,0.1425781778471536,0.8574218221528465,0.021698969230509745,0.47529204584791995,0.52470795415208,0.0,31.29045023578561,81.9908706806662,Yes
