genus,species_only,clade,species,Lineage,Extended_lineage,primary_accession_num,alternate_accession_num,IUCN,Combined_captivity_flag_primary,Combined_captivity_flag_alternate,short_name,FROH_file_name,Het_file_name,MSMC_file_name,Genome_length_file_name,Align_file_name,AlnBin_file_name,ROH_csv_file_name,config_file_name,System,all_SROH,all_NROH,all_FROH_percent,all_aln_SROH,all_aln_NROH,all_aln_FROH_percent,500kb+_SROH,500kb+_NROH,500kb+_FROH_percent,500kb+_aln_SROH,500kb+_aln_NROH,500kb+_aln_FROH_percent,1Mb+_SROH,1Mb+_NROH,1Mb+_FROH_percent,1Mb+_aln_SROH,1Mb+_aln_NROH,1Mb+_aln_FROH_percent,10Mb+_SROH,10Mb+_NROH,10Mb+_FROH_percent,10Mb+_aln_SROH,10Mb+_aln_NROH,10Mb+_aln_FROH_percent,1%+_SROH,1%+_NROH,1%+_FROH_percent,1%+_aln_SROH,1%+_aln_NROH,1%+_aln_FROH_percent,10%+_SROH,10%+_NROH,10%+_FROH_percent,10%+_aln_SROH,10%+_aln_NROH,10%+_aln_FROH_percent,25%+_SROH,25%+_NROH,25%+_FROH_percent,25%+_aln_SROH,25%+_aln_NROH,25%+_aln_FROH_percent,50%+_SROH,50%+_NROH,50%+_FROH_percent,50%+_aln_SROH,50%+_aln_NROH,50%+_aln_FROH_percent,heterozygosity,het_wo_ROH,genome_align_size,genome_align_proportion,num_auto_chromosomes,IDRisk_all,IDRisk_1Mb,IDRisk_10Mb,IDRisk_longplus,IDRisk_over_tenthplus,Genome_size,countries,habitats,criteria,synonyms,Length,Weight,Saltwater,Aqu,Fos,Ter,Arb,Aer,proportion_aln_froh_100_500kb,proportion_aln_froh_1mbplus,proportion_aln_froh_10mbplus,proportion_aln_froh_longplus,proportion_aln_froh_shortmed,proportion_aln_froh_over_tenth_plus,froh_min,froh_max,disparate_species_>25
Corvus,moneduloides,birds,Corvus_moneduloides,Birds,Birds,GCF_009650955.1,GCA_009651025.1,LC,no,no,CorMon,../groups/birds/Corvus_moneduloides/heterozygosity/CorMon_FROH.csv,../groups/birds/Corvus_moneduloides/heterozygosity/CorMon_whole_genome_mean_heterozygosity.txt,../groups/birds/Corvus_moneduloides/heterozygosity/MSMC/Primary_Results/CorMon.msmc2.final.txt,../groups/birds/Corvus_moneduloides/heterozygosity/CorMon_Chroms_Lengths.txt,../groups/birds/Corvus_moneduloides/heterozygosity/CorMon_Genome_Align.txt,../groups/birds/Corvus_moneduloides/heterozygosity/CorMon_alnROH_bins.txt,../groups/birds/Corvus_moneduloides/heterozygosity/ROH/CorMon_Auto_ROH_FROH_percent.csv,config_files/birds/CorMon_config.yml,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,1.26,863129658.0,0.779708737871182,34,0.0,0.0,0.0,0.0,0.0,1106989849.0,NC,1_5; 14_1; 4_5; 3_6; 1_6,,,400.0,277.38,,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,
Corynorhinus,townsendii,mammals,Corynorhinus_townsendii,Mammals,Mammals,GCA_026230055.1,,LC,no,,CorTow,../groups/mammals/Corynorhinus_townsendii/heterozygosity/CorTow_FROH.csv,../groups/mammals/Corynorhinus_townsendii/heterozygosity/CorTow_whole_genome_mean_heterozygosity.txt,../groups/mammals/Corynorhinus_townsendii/heterozygosity/MSMC/Primary_Results/CorTow.msmc2.final.txt,../groups/mammals/Corynorhinus_townsendii/heterozygosity/CorTow_Chroms_Lengths.txt,../groups/mammals/Corynorhinus_townsendii/heterozygosity/CorTow_Genome_Align.txt,../groups/mammals/Corynorhinus_townsendii/heterozygosity/CorTow_alnROH_bins.txt,../groups/mammals/Corynorhinus_townsendii/heterozygosity/ROH/CorTow_Auto_ROH_FROH_percent.csv,config_files/mammals/CorTow_config.yml,,20629819.0,99.0,0.988742878561868,20293246.0,99.0,1.11574342602409,5246945.0,6.0,0.251474794953645,5172607.0,6.0,0.284395224679984,1096508.0,0.0,0.0525532713731573,1046461.0,0.0,0.0575354963587685,0.0,-1.0,0.0,0.0,-1.0,0.0,1608862.0,1.0,0.0771092972308097,1558815.0,1.0,0.0857052434409822,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,2.106,2.091,1818809372.0,0.871716234653626,20,0.0234975565520673,0.0012116975533156,0.0,0.001804952426867,0.0,2086469541.0,MX; CA; US,1_4; 3_4; 7_1; 14,,Plecotus townsendii,54.0,12.0,,0.0,0.0,0.0,1.0,1.0,0.9484330402341746,0.05156695976582546,0.0,0.07681447315032779,0.9231855268496723,0.0,0.0,6.290008521995882,
Cottoperca,gobio,fishes,Cottoperca_gobio,Fishes,Ray-finned fishes,GCF_900634415.1,GCA_900634435.1,DD/NE,no,no,CotGob,../groups/fishes/Cottoperca_gobio/heterozygosity/CotGob_FROH.csv,../groups/fishes/Cottoperca_gobio/heterozygosity/CotGob_whole_genome_mean_heterozygosity.txt,../groups/fishes/Cottoperca_gobio/heterozygosity/MSMC/Primary_Results/CotGob.msmc2.final.txt,../groups/fishes/Cottoperca_gobio/heterozygosity/CotGob_Chroms_Lengths.txt,../groups/fishes/Cottoperca_gobio/heterozygosity/CotGob_Genome_Align.txt,../groups/fishes/Cottoperca_gobio/heterozygosity/CotGob_alnROH_bins.txt,../groups/fishes/Cottoperca_gobio/heterozygosity/ROH/CotGob_Auto_ROH_FROH_percent.csv,config_files/fishes/CotGob_config.yml,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8475,0.8475,417259129.0,0.725601977749647,24,0.0,0.0,0.0,0.0,0.0,575052359.0,,,,,800.0,,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,
Cristiceps,australis,fishes,Cristiceps_australis,Fishes,Ray-finned fishes,GCA_049082185.1,,LC,no,,CriAus,../groups/fishes/Cristiceps_australis/heterozygosity/CriAus_FROH.csv,../groups/fishes/Cristiceps_australis/heterozygosity/CriAus_whole_genome_mean_heterozygosity.txt,../groups/fishes/Cristiceps_australis/heterozygosity/MSMC/Primary_Results/CriAus.msmc2.final.txt,../groups/fishes/Cristiceps_australis/heterozygosity/CriAus_Chroms_Lengths.txt,../groups/fishes/Cristiceps_australis/heterozygosity/CriAus_Genome_Align.txt,../groups/fishes/Cristiceps_australis/heterozygosity/CriAus_alnROH_bins.txt,../groups/fishes/Cristiceps_australis/heterozygosity/ROH/CriAus_Auto_ROH_FROH_percent.csv,config_files/fishes/CriAus_config.yml,,13076358.0,55.0,2.2554232189767,8316937.0,55.0,1.76908078850772,3958346.0,1.0,0.682739450628649,0.0,0.0,0.0,3958346.0,1.0,0.682739450628649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6700900.0,10.0,1.15577788922886,2063200.0,10.0,0.4388595804981,3958346.0,1.0,0.682739450628649,266474.0,2.0,0.0566812077615601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.236,3.194,470127597.0,0.810880749942392,24,0.0572474543161098,0.0,0.0,0.0142014960249185,0.001834203883164,579774026.0,AU,9_7; 9_9,,,180.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2480720967346511,0.7519279032653489,0.03203992046591192,0.0,419.089573251571,
Ctenodactylus,gundi,mammals,Ctenodactylus_gundi,Mammals,Mammals,GCA_048771875.1,,LC,no,,CteGun,../groups/mammals/Ctenodactylus_gundi/heterozygosity/CteGun_FROH.csv,../groups/mammals/Ctenodactylus_gundi/heterozygosity/CteGun_whole_genome_mean_heterozygosity.txt,../groups/mammals/Ctenodactylus_gundi/heterozygosity/MSMC/Primary_Results/CteGun.msmc2.final.txt,../groups/mammals/Ctenodactylus_gundi/heterozygosity/CteGun_Chroms_Lengths.txt,../groups/mammals/Ctenodactylus_gundi/heterozygosity/CteGun_Genome_Align.txt,../groups/mammals/Ctenodactylus_gundi/heterozygosity/CteGun_alnROH_bins.txt,../groups/mammals/Ctenodactylus_gundi/heterozygosity/ROH/CteGun_Auto_ROH_FROH_percent.csv,config_files/mammals/CteGun_config.yml,,18335392.0,60.0,0.868458831434624,18326196.0,60.0,0.93221231763756,9979789.0,11.0,0.472694333063843,9979789.0,11.0,0.507649390698638,4428334.0,2.0,0.209748761894058,4428334.0,2.0,0.225259377418707,0.0,-1.0,0.0,0.0,-1.0,0.0,4428334.0,2.0,0.209748761894058,4428334.0,2.0,0.225259377418707,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.804,1.797,1965882198.0,0.931143308205906,19,0.0168171102101816,0.0040636791686334,0.0,0.0040636791686334,0.0,2111256324.0,DZ; TN; MA; LY,3_5; 6,,,228.0,396.0,,0.0,0.0,1.0,0.0,0.0,0.7583604366121595,0.24163956338784062,0.0,0.24163956338784062,0.7583604366121593,0.0,0.0,3.1923324693898447,
Cuculus,canorus,birds,Cuculus_canorus,Birds,Birds,GCF_017976375.1,GCA_017976305.1,LC,no,no,CucCan,../groups/birds/Cuculus_canorus/heterozygosity/CucCan_FROH.csv,../groups/birds/Cuculus_canorus/heterozygosity/CucCan_whole_genome_mean_heterozygosity.txt,../groups/birds/Cuculus_canorus/heterozygosity/MSMC/Primary_Results/CucCan.msmc2.final.txt,../groups/birds/Cuculus_canorus/heterozygosity/CucCan_Chroms_Lengths.txt,../groups/birds/Cuculus_canorus/heterozygosity/CucCan_Genome_Align.txt,../groups/birds/Cuculus_canorus/heterozygosity/CucCan_alnROH_bins.txt,../groups/birds/Cuculus_canorus/heterozygosity/ROH/CucCan_Auto_ROH_FROH_percent.csv,config_files/birds/CucCan_config.yml,Terrestrial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0705,7.0705,998460253.0,0.852983368804516,39,0.0,0.0,0.0,0.0,0.0,1170550669.0,PL; NL; AO; LT; SY; GW; PS; LA; TH; QA; BD; IR; MZ; HU; SI; UZ; TM; IT; ME; TD; AL; BH; GL; NE; BB; FO; ZW; LB; MK; TJ; LR; CV; LI; IQ; US; RU-CA; BF; KR; SE; TW; FI; MM; IL; MA; LK; MN; KW; CZ; VN; TG; AF; YT; LU; CF; FR; GA; ID; RU-EU; MD; IS; AZ; LS; ET; KM; SA; EG; IN; NG; SN; RW; CH; PW; MV; PK; SL; YE; ML; BW; BI; MT; TR; ZM; GN; TZ; DK; DJ; RU; BA; ES; OM; CI; GM; BE; CN; BJ; NO; GB; GR; HK; LV; JP; KZ; EH; KG; GE; DZ; BG; EE; RU-EA; SO; CM; SS; AD; AT; LY; GH; HR; SC; RO; NA; AE; UG; BY; KP; IE; SD; MW; CD; DE; SK; BT; JO; ZA; GI; NP; UA; ER; PT; RS; TN; KE; AM; MR,1_5; 14_2; 14_4; 3_7; 1_9; 2_1; 4_4; 3_4; 1_4,,,305.0,115.0,,0.0,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,
Cyanocitta,cristata,birds,Cyanocitta_cristata,Birds,Birds,GCA_046129655.1,,LC,no,,CyaCri,../groups/birds/Cyanocitta_cristata/heterozygosity/CyaCri_FROH.csv,../groups/birds/Cyanocitta_cristata/heterozygosity/CyaCri_whole_genome_mean_heterozygosity.txt,../groups/birds/Cyanocitta_cristata/heterozygosity/MSMC/Primary_Results/CyaCri.msmc2.final.txt,../groups/birds/Cyanocitta_cristata/heterozygosity/CyaCri_Chroms_Lengths.txt,../groups/birds/Cyanocitta_cristata/heterozygosity/CyaCri_Genome_Align.txt,../groups/birds/Cyanocitta_cristata/heterozygosity/CyaCri_alnROH_bins.txt,../groups/birds/Cyanocitta_cristata/heterozygosity/ROH/CyaCri_Auto_ROH_FROH_percent.csv,config_files/birds/CyaCri_config.yml,Terrestrial,854854.0,2.0,0.0739977653567142,854854.0,2.0,0.0888597480774262,692071.0,1.0,0.059906963608039,692071.0,1.0,0.0719388980009363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.698,6.697,962026135.0,0.832747863433483,37,0.005951825926226,0.0,0.0,0.0,0.0,1155242994.0,US; PM; CA; MX,1_6; 1_6; 1_5; 1_5; 1_4; 1_4; 1_1; 14_5; 14_5; 14_4; 14_4,,,300.0,109.0,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9347259501250607,
Cyclopterus,lumpus,fishes,Cyclopterus_lumpus,Fishes,Ray-finned fishes,GCF_009769545.1,"GCA_009769515.1,GCA_963457675.1",DD/NE,no,,CycLum,../groups/fishes/Cyclopterus_lumpus/heterozygosity/CycLum_FROH.csv,../groups/fishes/Cyclopterus_lumpus/heterozygosity/CycLum_whole_genome_mean_heterozygosity.txt,../groups/fishes/Cyclopterus_lumpus/heterozygosity/MSMC/Primary_Results/CycLum.msmc2.final.txt,../groups/fishes/Cyclopterus_lumpus/heterozygosity/CycLum_Chroms_Lengths.txt,../groups/fishes/Cyclopterus_lumpus/heterozygosity/CycLum_Genome_Align.txt,../groups/fishes/Cyclopterus_lumpus/heterozygosity/CycLum_alnROH_bins.txt,../groups/fishes/Cyclopterus_lumpus/heterozygosity/ROH/CycLum_Auto_ROH_FROH_percent.csv,config_files/fishes/CycLum_config.yml,Marine,218190.0,2.0,0.0381406609746655,217498.0,2.0,0.0472288485388581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,1.344,460519379.0,0.805010014514987,25,0.0006347557243622,0.0,0.0,0.0,0.0,572066646.0,GB; SE; ES; PT; PL; NO; NL; LT; BE; DK; EE; RU-EU; FO; FI; FR; DE; GG; IS; IE; JE; LV; GRB-OO; SJ; SPA-SP; RU; IRE-NI; FRA-FR; POR-OO,10_2; 10_1,,,610.0,9500.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6396274036303877,
Cyclura,pinguis,reptiles,Cyclura_pinguis,Reptiles,Lepidosauria,GCA_030412105.1,,CR,yes,,CycPin,../groups/reptiles/Cyclura_pinguis/heterozygosity/CycPin_FROH.csv,../groups/reptiles/Cyclura_pinguis/heterozygosity/CycPin_whole_genome_mean_heterozygosity.txt,../groups/reptiles/Cyclura_pinguis/heterozygosity/MSMC/Primary_Results/CycPin.msmc2.final.txt,../groups/reptiles/Cyclura_pinguis/heterozygosity/CycPin_Chroms_Lengths.txt,../groups/reptiles/Cyclura_pinguis/heterozygosity/CycPin_Genome_Align.txt,../groups/reptiles/Cyclura_pinguis/heterozygosity/CycPin_alnROH_bins.txt,../groups/reptiles/Cyclura_pinguis/heterozygosity/ROH/CycPin_Auto_ROH_FROH_percent.csv,config_files/reptiles/CycPin_config.yml,Terrestrial,1234570048.0,897.0,63.297842907505,1076071863.0,893.0,57.1515151026206,1087894700.0,242.0,55.7776271440106,930046548.0,238.0,49.3959289911869,1009065485.0,126.0,51.7359615652326,851385649.0,122.0,45.2181508039096,710527500.0,24.0,36.4295716952808,562392207.0,22.0,29.8693496383676,940140675.0,112.0,48.2021063555769,784539551.0,109.0,41.6678713934366,481683160.0,17.0,24.6964561000516,368737461.0,17.0,19.5841052032447,249097359.0,6.0,12.7715114457858,135635990.0,5.0,7.20379613805021,10842668.0,0.0,0.555916204895837,10047960.0,0.0,0.533659653630891,0.0021087676273591,0.002,1882840483.0,0.965354224378727,17,0.0012051926490293,0.0009535457258432,0.0006298751756765,0.0008786785829544,0.0004129832706339,1950414092.0,VG,3_5; 1_5; 12_1; 4_6; 1_7; 13_3; 4_5; 14_4; 14_6,B1ab(iii),Cyclura mattea;Cyclura portoricensis,560.0,7406.5,,0.0,0.0,1.0,0.0,0.0,0.20880223870327125,0.7911977612967288,0.5226344320834634,0.7290772837538646,0.2709227162461354,0.34266992166488863,31.256678104833348,79.95859253979467,Yes
Cygnus,columbianus,birds,Cygnus_columbianus,Birds,Birds,GCA_965151615.1,GCA_965151615.1,LC,no,no,CygCol,../groups/birds/Cygnus_columbianus/heterozygosity/CygCol_FROH.csv,../groups/birds/Cygnus_columbianus/heterozygosity/CygCol_whole_genome_mean_heterozygosity.txt,../groups/birds/Cygnus_columbianus/heterozygosity/MSMC/Primary_Results/CygCol.msmc2.final.txt,../groups/birds/Cygnus_columbianus/heterozygosity/CygCol_Chroms_Lengths.txt,../groups/birds/Cygnus_columbianus/heterozygosity/CygCol_Genome_Align.txt,../groups/birds/Cygnus_columbianus/heterozygosity/CygCol_alnROH_bins.txt,../groups/birds/Cygnus_columbianus/heterozygosity/ROH/CygCol_Auto_ROH_FROH_percent.csv,config_files/birds/CygCol_config.yml,Freshwater,11959294.0,14.0,1.03031124336149,11950694.0,14.0,1.19618740699044,9943240.0,6.0,0.856625145885845,9938040.0,6.0,0.994733719913447,7636932.0,3.0,0.65793322786338,7635732.0,3.0,0.764287535230503,0.0,0.0,0.0,0.0,0.0,0.0,11959294.0,14.0,1.03031124336149,11950694.0,14.0,1.19618740699044,11680537.0,12.0,1.00629590673161,11672737.0,12.0,1.168365703658,8089353.0,6.0,0.696909980423594,8083553.0,6.0,0.809111529618265,5214948.0,2.0,0.449275647705084,5213748.0,2.0,0.521862554661814,2.21,2.209,999065358.0,0.860709897424023,39,0.0264357416944888,0.0168907545285941,0.0,0.0264357416944888,0.0258208820508418,1160745753.0,BY; AG; HR; GI; IS; IT; LU; UZ; JP; FR; GR; RU; LY; JO; DE; ME; DK; MK; PT; PM; KG; RO; SI; SE; BG; LV; MD; US; AE; MX; FI; IR; VI; KR; BM; NO; CH; CU; EE; SK; TR; DZ; AZ; PL; PR; NP; CA; TM; GL; KP; GU; IL; PK; LT; TW; ES; KZ; IQ; CN; AT; IE; GB; MN; CZ; OM; MP; RU-EA; UA; NL; RS; BE; HU; IN,14_1; 14_2; 4_1; 4_4; 5_1; 5_4,,,1420.0,6377.96,,1.0,0.0,1.0,0.0,0.0,0.36106371730377923,0.6389362826962207,0.0,1.0,0.0,0.9767413507533588,0.0,71.06814058184464,
Cygnus,olor,birds,Cygnus_olor,Birds,Birds,GCF_009769625.2,GCA_009769485.2,LC,no,no,CygOlo,../groups/birds/Cygnus_olor/heterozygosity/CygOlo_FROH.csv,../groups/birds/Cygnus_olor/heterozygosity/CygOlo_whole_genome_mean_heterozygosity.txt,../groups/birds/Cygnus_olor/heterozygosity/MSMC/Primary_Results/CygOlo.msmc2.final.txt,../groups/birds/Cygnus_olor/heterozygosity/CygOlo_Chroms_Lengths.txt,../groups/birds/Cygnus_olor/heterozygosity/CygOlo_Genome_Align.txt,../groups/birds/Cygnus_olor/heterozygosity/CygOlo_alnROH_bins.txt,../groups/birds/Cygnus_olor/heterozygosity/ROH/CygOlo_Auto_ROH_FROH_percent.csv,config_files/birds/CygOlo_config.yml,Freshwater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.803,0.803,731189982.0,0.710195762899264,34,0.0,0.0,0.0,0.0,0.0,1029561172.0,MN; LV; KR; UZ; AZ; AE; AU; OM; ZA; IS; TM; IL; RO; NO; TJ; CH; HR; FR; JP; SK; LB; IT; AF; SY; BM; CN; IQ; BE; MK; CZ; NZ; TW; TR; LI; UA; NL; FO; SI; ES; LU; SE; MD; PT; IE; RU-CA; GB; GR; EG; BA; JO; KZ; IN; AT; AL; RU-EU; US; KP; DE; LY; IR; LT; RU-EA; BY; RU; CA; DK; HU; AM; CNY-OO; BG; EE; CY; FI; PS; BH; RS; PL; ME; MA; MT; PK; KG,5_4; 5_1; 13_5; 13_4; 5_5; 14_1; 13_4; 5_4; 5_1; 13_5; 5_5,,,1420.0,15000.0,,1.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,
Cynocephalus,volans,mammals,Cynocephalus_volans,Mammals,Mammals,GCF_027409185.1,GCA_027409165.1,LC,no,no,CynVol,../groups/mammals/Cynocephalus_volans/heterozygosity/CynVol_FROH.csv,../groups/mammals/Cynocephalus_volans/heterozygosity/CynVol_whole_genome_mean_heterozygosity.txt,../groups/mammals/Cynocephalus_volans/heterozygosity/MSMC/Primary_Results/CynVol.msmc2.final.txt,../groups/mammals/Cynocephalus_volans/heterozygosity/CynVol_Chroms_Lengths.txt,../groups/mammals/Cynocephalus_volans/heterozygosity/CynVol_Genome_Align.txt,../groups/mammals/Cynocephalus_volans/heterozygosity/CynVol_alnROH_bins.txt,../groups/mammals/Cynocephalus_volans/heterozygosity/ROH/CynVol_Auto_ROH_FROH_percent.csv,config_files/mammals/CynVol_config.yml,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,4.265,4.265,2169583390.0,0.793063811243508,18,0.0,0.0,0.0,0.0,0.0,2735698388.0,PH,14_3; 14_6; 14_4; 1_6,,Cynocephalus philippinensis;Lemur volans,420.0,1750.0,,0.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,
Cyprinella,venusta,fishes,Cyprinella_venusta,Fishes,Ray-finned fishes,GCA_038024135.1,,LC,no,,CypVen,../groups/fishes/Cyprinella_venusta/heterozygosity/CypVen_FROH.csv,../groups/fishes/Cyprinella_venusta/heterozygosity/CypVen_whole_genome_mean_heterozygosity.txt,../groups/fishes/Cyprinella_venusta/heterozygosity/MSMC/Primary_Results/CypVen.msmc2.final.txt,../groups/fishes/Cyprinella_venusta/heterozygosity/CypVen_Chroms_Lengths.txt,../groups/fishes/Cyprinella_venusta/heterozygosity/CypVen_Genome_Align.txt,../groups/fishes/Cyprinella_venusta/heterozygosity/CypVen_alnROH_bins.txt,../groups/fishes/Cyprinella_venusta/heterozygosity/ROH/CypVen_Auto_ROH_FROH_percent.csv,config_files/fishes/CypVen_config.yml,,17729185.0,53.0,1.96248154555752,17173451.0,53.0,4.23338367270257,7536732.0,6.0,0.834257043615529,7334669.0,6.0,1.80805057697941,4940421.0,3.0,0.546865805720049,4865757.0,3.0,1.19944536710404,0.0,0.0,0.0,0.0,0.0,0.0,9951654.0,12.0,1.10156994372689,14652621.0,35.0,3.61198028885975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4195,4.3675,405667247.0,0.449041783857872,25,0.18709439141509,0.053009487999163,0.0,0.159631468866157,0.0,903406457.0,US,5_1,,,190.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.7166698178484918,0.2833301821515082,0.0,0.8532135445578172,0.14678645544218283,0.0,0.0,14.604296998311108,
Dama,dama,mammals,Dama_dama,Mammals,Mammals,GCA_048126745.1,,LC,no,,DamDam,../groups/mammals/Dama_dama/heterozygosity/DamDam_FROH.csv,../groups/mammals/Dama_dama/heterozygosity/DamDam_whole_genome_mean_heterozygosity.txt,../groups/mammals/Dama_dama/heterozygosity/MSMC/Primary_Results/DamDam.msmc2.final.txt,../groups/mammals/Dama_dama/heterozygosity/DamDam_Chroms_Lengths.txt,../groups/mammals/Dama_dama/heterozygosity/DamDam_Genome_Align.txt,../groups/mammals/Dama_dama/heterozygosity/DamDam_alnROH_bins.txt,../groups/mammals/Dama_dama/heterozygosity/ROH/DamDam_Auto_ROH_FROH_percent.csv,config_files/mammals/DamDam_config.yml,Terrestrial,1322458564.0,1554.0,52.1772760019437,1292041338.0,1553.0,55.7615540364247,1060212865.0,426.0,41.8304367212797,1029564146.0,423.0,44.4336377425909,882654348.0,171.0,34.8249092891138,851942329.0,168.0,36.7678856838952,532270068.0,24.0,21.0005840648852,496258431.0,22.0,21.4173807775165,960646562.0,279.0,37.9020728287955,935246992.0,284.0,40.3631247298464,570541861.0,30.0,22.510588204758,552128329.0,30.0,23.8285980077322,327340806.0,10.0,12.9151506491819,304967287.0,9.0,13.1616917766081,120717852.0,2.0,4.76289303395202,120412824.0,2.0,5.19674254582906,0.276765759421976,0.184,2317082729.0,0.914199267648055,33,0.154328888494406,0.101760918036437,0.0592759765571897,0.111711308684999,0.0659494002357097,2534548879.0,CL; PE; NL; ES; UA; PT; SIC-SI; BA; IT; US; AR; AT; IE; DK; LV; LU; LT; ZA; HR; RO; HU; ME; MK; ITA-IT; DE; UY; MD; AL; EE; SAR-OO; BY; NZ; GB; CA; NO; FR; BG; BE; FJ; FI; CZ; CY; SE; SI; SK; PL; RS; RU; CH; GR; TR,3_4; 14_3; 14_2; 3_8; 1_4; 4_4,,Cervus dama,2300.0,150000.0,,0.0,0.0,1.0,0.0,0.0,0.34062300954027225,0.6593769904597278,0.38408866373283257,0.7238522208954273,0.27614777910457267,0.4273302353117136,26.626375903053034,89.88634643484596,Yes
